Exclude,Subject,Year,ID,ID2,ID3,Syllabus,A,B,C,D,CorePicture,CoreQuestion,Question,Marks,Answer,Solution,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2013,30,b,ii,PB3,,,,,,In a class there are 15 girls (\(G\)) and 7 boys (\(B\)). Two students are chosen at random to be class representatives.,What is the probability that the two students chosen are of the same gender?,2,0.54,\begin{eqnarray} P \textrm{(same gender)} &=& P(GG) + (BB) \\ &=& (\frac{15}{22} \times \frac{14}{21}) + (\frac{7}{22} \times \frac{6}{21}) \\ &=& 6 \over 11 \\ &=& 0.54 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2013,30,c,i,"M1
",,,,,,Joel mixes petrol and oil in the ratio 40 :1 to make fuel for his leaf blower.,"Joel pours 5 litres of petrol into an empty container to make fuel for his leaf blower.

How much oil, in litres, should he add to the petrol to ensure that the fuel is in the correct ratio?",1,0.125,"\begin{eqnarray} \textrm{Petrol} &:& \textrm{Oil} \\ 40 &:& 1 \\ 5 &:& ? \end{eqnarray}

\begin{eqnarray} \textrm{Oil} &=& \frac{5}{40} \times 1 \\ &=& 0.125 \textrm{ L} \end{eqnarray}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2013,30,c,ii,"M1
",,,,,,Joel mixes petrol and oil in the ratio 40 :1 to make fuel for his leaf blower.,"Joel has 4.1 litres of fuel left in his container after filling his leaf blower.

He wishes to use this fuel in his lawnmower. However, his lawnmower requires the petrol and oil to be mixed in the ratio 25 :1.

How much oil, in litres, should he add to the container so that the fuel is in the correct ratio for his lawnmower?",3,0.06,"\( \textrm{Remaining in container 4.1 L} \)
\begin{eqnarray} \textrm{Petrol} &:& \textrm{Oil} \\ 40 &:& 1 \\ 4 &:& 0.1 \end{eqnarray}

\( \textrm{For new ratio of 25:1} \)
\begin{eqnarray} \textrm{Petrol} &:& \textrm{Oil} \\ 25 &:& 1 \\ 4 &:& ? \end{eqnarray}

\begin{eqnarray} \textrm{Oil needed in total} &=& \frac{4}{25} \times 1 \\ &=& 0.16 \\ \textrm{Oil to be added} &=& 0.16 - 0.1 \\ &=& 0.06 \textrm{ L} \end{eqnarray}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,1,,,"DA3
DA4",7,8,77,78,gm20121,A set of 15 scores is displayed in a stem-and-leaf plot.,What is the median of these scores?,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,2,,,DA2,Census,Random,Stratified,Systematic,,"Handmade chocolates are checked for size and shape. Every 30th chocolate is sampled.

Which term best describes this type of sampling?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,3,,,PB3,6,12,15,30,,"A pair of players is to be selected from 6 people.

How many different pairs of players can be selected?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,4,,,M4,\( 29 \times \cos{40^\circ} \),\( 29 \times \cos{50^\circ} \),\( \frac{\cos{40^\circ}}{29} \),\( \frac{\cos{50^\circ}}{29} \),gm20124,Which expression could be used to calculate the value of \(x\) in this triangle?,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,5,,,AM2,\( -\frac{p}{q} \),\( -\frac{q}{p} \),\( \frac{p}{q} \),\( \frac{q}{p} \),gm20125,"The line \(\ell\) has intercepts \(p\) and \(q\), where \(p\) and \(q\) are positive integers.",What is the gradient of line \(\ell\)?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,6,,,M2,6 cm\(^3\),600 cm\(^3\),60000 cm\(^3\),6000000 cm\(^3\),gm20126,What is the volume of this rectangular prism in cubic centimetres?,,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,7,,,DA5,$7.50,$17.50,$7500,$17500,gm20127,The Pi Company has two bakeries. The radar chart displays the monthly sales for the bakeries.,What was the difference in sales in June between the two bakeries?,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,8,,,AM1,316,520,624,936,gm20128,Dots were used to create a pattern. The first three shapes in the pattern are shown. The number of dots used in each shape is recorded in the table.,How many dots would be required for Shape 156?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,9,,,FM2,1.020,1.082,1.083,1.369,gm20129,"Tracy invests some money for 2 years at 4% per annum, compounded quarterly.",Which figure from the table should Tracy use to calculate the value of her investment at the end of 2 years?,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,10,,,M6,33 m\(^2\),37 m\(^2\),42 m\(^2\),44 m\(^2\),gm201210,"What is the area of this triangle, to the nearest square metre?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,11,,,DA7,The population of a town and the number of hospitals in that town.,The hours spent training for a race and the time taken to complete the race.,The price per litre of petrol and the number of people riding bicycles to work.,The number of pets per household and the number of computers per household.,,Which of the following relationships would most likely show a negative correlation?,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,12,,,PB3,\( 1 \over 6 \),\( 11 \over 36 \),\( 25 \over 36 \),\( 5 \over 6 \),,"Two unbiased dice, each with faces numbered 1, 2, 3, 4, 5 and 6, are rolled.

What is the probability of a 6 appearing on at least one of the dice?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,13,,,AM2,26,45,78,135,gm201213,Conversion graphs can be used to convert from one currency to another.,"Sarah converted 60 Australian dollars into Euros. She then converted all of these Euros into New Zealand dollars.

How much money, in New Zealand dollars, should Sarah have?",1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,14,,,AM1,\( -2x^3 + 9x^2 + 2x \),\( -2x^3 - 9x^2 - 2x \),\( 9x^2 - x + 2 \),\( 9x^2 - x - 2 \),,Which of the following expresses \( 2x^2 (5- x) - x(x -2) \) in its simplest form?,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,15,,,AM4,36 minutes,1 hour and 40 minutes,3 hours and 6 minutes,3 hours and 36 minutes,,"The time taken to complete a journey varies inversely with the speed of a car. A car takes 6 hours to complete a journey when travelling at 60 km/h.

How long would the same journey take if the car were travelling at 100 km/h?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,16,,,FM6,,,,,gm201216,"A machine was bought for $25 000.

Which graph best represents the salvage value of the machine over 10 years using the declining balance method of depreciation?",,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,17,,,PB2,\( 3 \over 20 \),\( 1 \over 5 \),\( 6 \),\( 8 \),gm201217,A spinner with different coloured sectors is spun 40 times. The results are recorded in the table.,What is the relative frequency of obtaining the colour orange?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,18,,,FM1,370.7,372.1,458.6,490.1,,"Jo qualifies for both Rent Assistance and Youth Allowance and receives a fortnightly payment from the government.

Rent Assistance is $119.40 per fortnight.

The maximum Youth Allowance is $402.70 per fortnight. It is reduced by 50 cents in the
dollar for any income earned over $236 per fortnight.

Jo earns $300 per fortnight from a part-time job.

What is the total payment Jo receives each fortnight from the government?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,19,,,DA7,,,,,gm201219,"A coach compares the resting pulse and the number of weeks of training for nine cyclists. The information is graphed in order to draw a median regression line.

Which of the following graphs best shows the median regression line for the data?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,20,,,M6,019\(^\circ\),122\(^\circ\),161\(^\circ\),341\(^\circ\),gm201220,Town \(B\) is 80 km due north of Town \(A\) and 59 km from Town \(C\). Town \(A\) is 31 km from Town \(C\).,What is the bearing of Town \(C\) from Town \(B\)?,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,21,,,AM3,\( c = \pm \sqrt{\frac{E - p}{m}} \),\( c = \pm \frac{\sqrt{E - p}}{m} \),\( c = \pm \sqrt{\frac{E}{m}} - p \),\( c = \pm \sqrt{\frac{E}{m} - p} \),,Which of the following correctly expresses c as the subject of \( E = mc^2+ p \)?,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,22,,,M5,29 cm\(^2\),48 cm\(^2\),113 cm\(^2\),244 cm\(^2\),gm201222,A label is designed with a circle inside an ellipse as shown.,"What is the area of the shaded part of the label, to the nearest square centimetre?",1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,23,,,FM5,\( 12000 = M \{ \frac{(1 + 0.06)^{10} - 1}{0.06}\} \),\( 12000 = M \{ \frac{(1 + 0.06)^{10} - 1}{0.06(1 + 0.06)^{10}}\} \),\( 12000 = M \{ \frac{(1 + 0.005)^{120} - 1}{0.005(1 + 0.005)^{120}}\} \),\( 12000 = M \{ \frac{(1 + 0.005)^{120} - 1}{0.005}\} \),,"A football club knows that at the end of 10 years it will need to replace goal posts and other equipment. It is estimated that the replacement cost will be $12 000. For 10 years, the club will invest an amount at the end of each month at 6% per annum, compounded monthly.

Which equation should the club use to calculate the amount, \(M\), it will need to deposit each month in order to have $12 000 at the end of 10 years?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,24,,,FM4,$51596,$166823,$210000,$234936,gm201224,A $400 000 loan can be repaid by making either monthly or fortnightly repayments. The graph shows the loan balances over time using these two different methods of repayment.,"The monthly repayment is $2796.86 and the fortnightly repayment is $1404.76.

What is the difference in the total interest paid using the two different methods of repayment, to the nearest dollar?",1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,25,,,M5,628 cm\(^2\),679 cm\(^2\),729 cm\(^2\),829 cm\(^2\),gm201225,The solid shown is made of a cylinder with a hemisphere (half a sphere) on top.,"What is the total surface area of the solid, to the nearest square centimetre?",1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,a,i,"PB1
PB2",,,,,,Postcodes in Australia are made up of four digits eg 2040.,How many different postcodes beginning with a 2 are possible?,1,1000,\( 10 \times 10 \times \10 = 1000 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,a,ii,"PB1
PB2",,,,,,Postcodes in Australia are made up of four digits eg 2040.,"Peta remembers that the first two digits of a town's postcode are 2 and then 4. She is unable to remember the rest of the postcode.

What is the probability that Peta guesses the correct postcode?",1,0.01,\( {1 \over 10} \times {1 \over 10} = {1 \over 100} \),gm201226aii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,b,i,FM6,,,,,,"Jim buys a photocopier for $22 000. Its value is depreciated using the declining balance method at the rate of 15% per annum. 

What is its value at the end of 3 years?",,2,13510.75,\begin{eqnarray} S &=& V_0(1 - r)^n \\ &=& 22000(1 - 0.15)^3 \\ &=& \$13510.75 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,c,i,FM4,,,,,,"Heather used her credit card to purchase a plane ticket valued at $1990 on 28 January 2011. She made no other purchases on her credit card account in January. She paid the January account in full on 19 February 2011.

The credit card account has no interest free period. Simple interest is charged daily at the rate of 20% per annum, including the date of purchase and the date the account is paid.

How much interest did she pay, to the nearest cent?",,2,25.08,\begin{eqnarray} 1990 \times {23 \over 365} \times 0.2 &=& 25.07945205 \\ &=& \$25.08 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,d,i,DA1,,,,,,"Greg needs to conduct a statistical inquiry into how much time people aged 18-25 years have spent accessing social media websites in the last two weeks. He has decided to survey a sample of students from his university.

The process of statistical inquiry includes the following steps, which are NOT in order.

A : Writing a report
B : Posing questions
C : Organising data
D : Analysing data and drawing conclusions
E : Collecting data
F : Summarising and displaying data","Using the letters A, B, C, D, E and F, list the steps in the most appropriate order for Greg to conduct his statistical inquiry.",2,BECFDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,d,ii,DA1,,,,,,"Greg needs to conduct a statistical inquiry into how much time people aged 18-25 years have spent accessing social media websites in the last two weeks. He has decided to survey a sample of students from his university.

The process of statistical inquiry includes the following steps, which are NOT in order.

A : Writing a report
B : Posing questions
C : Organising data
D : Analysing data and drawing conclusions
E : Collecting data
F : Summarising and displaying data","Greg conducts his statistical inquiry.

At which step in the process would he have drawn this graph?",1,F,,gm201226dii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,e,i,"DA3
PB2",,,,,gm201226e,The dot plot shows the number of push-ups that 13 members of a fitness class can do in one minute.,What is the probability that a member selected at random from the class can do more than 38 push-ups in one minute?,1,43294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,e,ii,"DA3
PB2",,,,,gm201226e,The dot plot shows the number of push-ups that 13 members of a fitness class can do in one minute.,A new member who can do 32 push-ups in one minute joins the class. Does the addition of this new member to the class change the probability calculated in part (e) (i)? Justify your answer.,1,Yes,"because new P = 7/14
OR
The denominator has changed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,f,i,DA2,,,,,,"The capture-recapture technique was used to estimate a population of seals in 2012.

\(bullet\) 60 seals were caught, tagged and released.
\(bullet\) Later, 120 seals were caught at random.
\(bullet\) 30 of these 120 seals had been tagged.

The estimated population of seals in 2012 was 11% less than the estimated population for 2008.

What was the estimated population for 2008?",,2,270,\begin{eqnarray} {60 \over n} &=& {30 \over 120} \\ n &=& 240 \\ 89\% &=& 240 \\ 100\% &=& 269.7 \\ &=& 270 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,26,g,i,M1,,,,,gm201226g,Bhawana purchases pool chlorine in a new container which holds 35 kg.,"She begins using this new container on the first day of a week.

How many full weeks should this container last?",2,15,\begin{eqnarray} \textrm{Number of cups per week} &=& 3 + 6 \\ &=& 9 \\ \textrm{Number of grams per week} &=& 9 \times 250 \\ &=& 2250 \textrm{ g} \\ \textrm{Number of weeks} &=& {35000 \over 2250} \\ &=& 15{5 \over 9} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,27,a,i,FM1,,,,,,"Tai earns a gross weekly wage of $1024. Each week her deductions are:

\(\bullet\) tax instalment of $296.40
\(\bullet\) health fund contribution of $24.50
\(\bullet\) union fees of $15.80

She also pays $3640 over the year as her share of the household expenses.

What percentage of her net wage does Tai pay for household expenses?",,3,10.18,\begin{eqnarray} \textrm{Net pay} &=& 1024 - 296.40 - 24.50 -15.80 \\ &=& \$687.30 \\ \textrm{Household expenses per week} &=& 3640 \div 52 \\ &=& \$70 \\ \textrm{% of net pay} &=& {70 \over 687.30} \times 100\% \\ &=& 10.18\% \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,27,b,i,M7,,,,,gm201227b,The sector shown has a radius of 13 cm and an angle of 230\(^\circ\).,What is the perimeter of the sector to the nearest centimetre?,2,78,\begin{eqnarray} \textrm{Perimeter} &=& {230 \over 360} \times 2 \times \pi \times 13 + 2 \times 13 \\ &=& 78.18543 \\ &=& 78 \textrm{ cm} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,27,c,i,M3,,,,,,A map has a scale of 1: 500 000.,"Two mountain peaks are 2 cm apart on the map.

What is the actual distance between the two mountain peaks, in kilometres?",1,10,\begin{eqnarray} 1 &:& 500000 \\ 2 &:& 2 \times 500000 \\ 1000000 \textrm{ cm} &=& 10 \textrm{ km} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,27,c,ii,M3,,,,,,A map has a scale of 1: 500 000.,"Two cities are 75 km apart.

How far apart are the two cities on the map, in centimetres?",1,15,\begin{eqnarray} 1 &:& 500000 \\ x \textrm{ km} &:& 75 \textrm{ km} \\ x &=& {75 \over 500000} \times 1000 \times 100 \textrm{ cm} \\ &=& 15 \textrm{ cm} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,27,d,i,M4,,,,,gm201227d,"A disability ramp is to be constructed to replace steps, as shown in the diagram. The angle of inclination for the ramp is to be 5\(^\circ\).","Calculate the extra distance, \(d\), that the ramp will extend beyond the bottom step. Give your answer to the nearest centimetre.",3,386,\begin{eqnarray} \textrm{Height of steps} &=& 3 \times 13 \\ &=& 39 \\ \tan{5^{\circ}} &=& {39 \over x} \\ x &=& {39 \over \tan{5^{\circ}}} \\ d &=& {39 \over \tan{5^{\circ}}} - 2 \times 30 \\ &=& 445.772 \textrm{...} - 60 \\ &=& 385.772 \textrm{...} \\ &=& 386 \textrm{ cm (to nearest cm)} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,27,e,i,PB3,,,,,,"A box contains 33 scarves made from two different fabrics. There are 14 scarves made from silk (\(S\)) and 19 made from wool (\(W\)).

Two girls each select, at random, a scarf to wear from the box.",Copy and complete the probability tree diagram in your answer booklet.,2,,,gm201227ei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2012,27,e,ii,PB3,,,,,,"A box contains 33 scarves made from two different fabrics. There are 14 scarves made from silk (\(S\)) and 19 made from wool (\(W\)).

Two girls each select, at random, a scarf to wear from the box.",Calculate the probability that the two scarves selected are made from silk. (two decimal places),1,0.17,\begin{eqnarray} P(SS) &=& {14 \over 33} \times {13 \over 32} \\ &=& {182 \over 1056} \\ &=& {91 \over 528} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
